ISBN,title,author,year,publisher,imageurl
64400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
185326041X,The Great Gatsby,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg
316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
440224845,Bittersweet,DANIELLE STEEL,2000,Dell,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg
440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
671034006,Heartbreaker,Julie Garwood,2001,Pocket,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg
425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg
067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg
60809833,Brave New World,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg
553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
446521582,The Honk and Holler Opening Soon,Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg
385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg
553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg
679441557,Ladder of Years,Anne Tyler,1995,Random House Inc,http://images.amazon.com/images/P/0679441557.01.LZZZZZZZ.jpg
1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books,http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg
60199652,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg
316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg
60987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
425161617,The Accidental Tourist,Anne Tyler,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425161617.01.LZZZZZZZ.jpg
553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg
051512608X,The Reef,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg
553574671,Prime Cut,Diane Mott Davidson,2000,Bantam Books,http://images.amazon.com/images/P/0553574671.01.LZZZZZZZ.jpg
375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
446608890,Saving Faith,David Baldacci,2000,Warner Vision,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg
743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket,http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg
375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg
425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg
312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg
385479565,The Hot Zone,Richard Preston,1995,Anchor,http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg
425162443,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg
515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg
515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg
684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
440241162,Nerd in Shining Armor,Vicki Lewis Thompson,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440241162.01.LZZZZZZZ.jpg
515119784,Range of Motion,Elizabeth Berg,1996,Jove Books,http://images.amazon.com/images/P/0515119784.01.LZZZZZZZ.jpg
64407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg
380977788,Coraline,Neil Gaiman,2002,HarperCollins,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg
441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,http://images.amazon.com/images/P/0441304834.01.LZZZZZZZ.jpg
553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg
345391055,Disclosure,Michael Crichton,1994,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg
375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg
451197410,How Stella Got Her Groove Back,Terry McMillan,1998,Signet Book,http://images.amazon.com/images/P/0451197410.01.LZZZZZZZ.jpg
316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg
1573227331,About a Boy,Nick Hornby,1999,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg
080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books,http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg
553293176,Dangerous,Amanda Quick,1993,Bantam,http://images.amazon.com/images/P/0553293176.01.LZZZZZZZ.jpg
440222915,Outlander,DIANA GABALDON,1996,Dell,http://images.amazon.com/images/P/0440222915.01.LZZZZZZZ.jpg
375502238,Blessings,ANNA QUINDLEN,2002,Random House,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg
440202043,Shell Seekers,Rosamunde Pilcher,1996,Dell,http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg
451183665,A Case of Need,Michael Crichton,1994,Signet Book,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
684841185,Death du Jour,Kathy Reichs,1999,Scribner,http://images.amazon.com/images/P/0684841185.01.LZZZZZZZ.jpg
316693286,Pop Goes the Weasel,James Patterson,1999,Replica Books,http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg
60086246,Last Chance Saloon,Marian Keyes,2003,Perennial,http://images.amazon.com/images/P/0060086246.01.LZZZZZZZ.jpg
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg
671004530,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg
60959037,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg
312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books,http://images.amazon.com/images/P/0312244266.01.LZZZZZZZ.jpg
452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg
8878242357,Cujo,Stephen King,0,Distribooks Int'l+inc,http://images.amazon.com/images/P/8878242357.01.LZZZZZZZ.jpg
385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg
553800914,The Search,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553800914.01.LZZZZZZZ.jpg
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg
440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg
552998486,Chocolat,Joanne Harris,2000,Black Swan,http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg
439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,http://images.amazon.com/images/P/0440180295.01.LZZZZZZZ.jpg
449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg
1551668998,Beach House,Mary Alice Monroe,2002,Mira,http://images.amazon.com/images/P/1551668998.01.LZZZZZZZ.jpg
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg
042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg
451156609,The Tommyknockers,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg
446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg
449218473,Journey,James A. Michener,1994,Fawcett Books,http://images.amazon.com/images/P/0449218473.01.LZZZZZZZ.jpg
440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg
440241073,The Summons,John Grisham,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
446606324,The Winner,David Baldacci,1998,Warner Vision,http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg
446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg
425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg
671014196,The Summerhouse,Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg
871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg
525945938,Scarlet Feather,Maeve Binchy,2001,Dutton Books,http://images.amazon.com/images/P/0525945938.01.LZZZZZZZ.jpg
385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg
515137111,Birthright,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg
553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg
679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
425161285,Turtle Moon,Alice Hoffman,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425161285.01.LZZZZZZZ.jpg
553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg
525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,http://images.amazon.com/images/P/0525945210.01.LZZZZZZZ.jpg
679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg
804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books,http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg
425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg
553579983,And Then You Die,Iris Johansen,1998,Bantam,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg
446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg
425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg
451210840,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,New American Library,http://images.amazon.com/images/P/0451210840.01.LZZZZZZZ.jpg
451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg
451191013,The Regulators,Stephen King,2002,Signet Book,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg
446605409,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
345366239,The Eight,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg
451194861,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Signet Book,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg
452280621,Beloved,Toni Morrison,1998,Plume Books,http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg
671026011,The Empty Chair,Jeffery Deaver,2001,Pocket,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg
609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg
312924801,September,Rosamunde Pilcher,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924801.01.LZZZZZZZ.jpg
679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg
449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg
679433023,Violin,Anne Rice,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679433023.01.LZZZZZZZ.jpg
60921145,Animal Dreams,Barbara Kingsolver,1991,Perennial,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg
440224853,The Ghost,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224853.01.LZZZZZZZ.jpg
345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,http://images.amazon.com/images/P/0345404114.01.LZZZZZZZ.jpg
2261529,Temptation,Dermot Bolger,2000,Harpercollins,http://images.amazon.com/images/P/0002261529.01.LZZZZZZZ.jpg
345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg
860074382,84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0860074382.01.LZZZZZZZ.jpg
671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg
451209907,Quentins,Maeve Binchy,2003,Signet Book,http://images.amazon.com/images/P/0451209907.01.LZZZZZZZ.jpg
449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg
385318073,Evening Class,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0385318073.01.LZZZZZZZ.jpg
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg
449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg
440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg
679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
345449347,The Fourth Hand,John Irving,2002,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg
039913543X,Shadow Prey,John Sandford,1990,Putnam Pub Group,http://images.amazon.com/images/P/039913543X.01.LZZZZZZZ.jpg
399137734,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399137734.01.LZZZZZZZ.jpg
671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
446605581,Fat Tuesday,Sandra Brown,1998,Warner Vision,http://images.amazon.com/images/P/0446605581.01.LZZZZZZZ.jpg
553096834,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg
553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg
553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg
553292722,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg
345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books,http://images.amazon.com/images/P/0345354621.01.LZZZZZZZ.jpg
312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg
60008024,Angels,Marian Keyes,2002,William Morrow,http://images.amazon.com/images/P/0060008024.01.LZZZZZZZ.jpg
425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg
671525433,Dark Angel,V.C. Andrews,1986,Pocket,http://images.amazon.com/images/P/0671525433.01.LZZZZZZZ.jpg
345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books,http://images.amazon.com/images/P/0345404319.01.LZZZZZZZ.jpg
067940712X,One True Thing,Anna Quindlen,1994,Random House Inc,http://images.amazon.com/images/P/067940712X.01.LZZZZZZZ.jpg
451168615,Skeleton Crew,Stephen King,1986,Signet Book,http://images.amazon.com/images/P/0451168615.01.LZZZZZZZ.jpg
553106651,Seize the Night,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553106651.01.LZZZZZZZ.jpg
425099334,Shattered,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425099334.01.LZZZZZZZ.jpg
425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg
1565115430,Girl in Hyacinth Blue,Susan Vreeland,2001,Highbridge Audio,http://images.amazon.com/images/P/1565115430.01.LZZZZZZZ.jpg
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg
044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
64472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg
515128600,The Edge,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg
515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg
312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,http://images.amazon.com/images/P/0312265840.01.LZZZZZZZ.jpg
316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg
380564998,Jacob Have I Loved,Katherine Paterson,1981,Avon Books,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/JacobIHaveLovedBookCover.jpg/220px-JacobIHaveLovedBookCover.jpg
553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
451152190,Over the Edge,Jonathan Kellerman,1993,New American Library,http://images.amazon.com/images/P/0451152190.01.LZZZZZZZ.jpg
446527017,Standoff,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446527017.01.LZZZZZZZ.jpg
373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg
451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg
553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg
451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg
441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg
044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg
440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg
014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg
006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books,http://images.amazon.com/images/P/006001203X.01.LZZZZZZZ.jpg
